ID,Title,Description,Actors,Genre
tt29344903,The Ugly Stepsister,"Elvira battles against her gorgeous stepsister in a realm where beauty reigns supreme. She resorts to extreme measures to captivate the prince, amid a ruthless competition for physical perfe... Read all","['Lea Myren', 'Ane Dahl Torp', 'Thea Sofie Loch Næss']","['Drama', 'Horror']",
tt2713180,Fury,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.","['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman']","['Action', 'Drama']",
tt0182789,Bicentennial Man,"The life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family s... Read all","['Robin Williams', 'Embeth Davidtz', 'Sam Neill']","['Drama', 'Sci-Fi']",
tt0245844,The Count of Monte Cristo,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","['Jim Caviezel', 'Guy Pearce', 'Christopher Adamson']","['Action', 'Adventure', 'Drama']",
tt1663202,The Revenant,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,"['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']","['Action', 'Drama']",
tt1950186,Ford v Ferrari,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 2... Read all,"['Matt Damon', 'Christian Bale', 'Jon Bernthal']","['Action', 'Drama']",
tt26625693,The Order,A series of bank robberies and car heists frightens communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals but r... Read all,"['Jude Law', 'Nicholas Hoult', 'Tye Sheridan']","['Crime', 'Drama']",
tt7984766,The King,"Young Henry V encounters deceit, war and treachery after becoming King of England in the 15th century, in the aftermath of his brother's death.","['Tom Glynn-Carney', 'Gábor Czap', 'Tom Fisher']",['Drama'],
tt30387012,Border 2,Young Indian fighters prepared to protect their homeland from a greater threat during the 1971 Indo-Pak war.,"['Sunny Deol', 'Varun Dhawan', 'Diljit Dosanjh']","['Action', 'Drama']",
tt1041829,The Proposal,"When New York editor Margaret faces deportation, she convinces her assistant Andrew to marry her in return for a promotion. However, when she visits his hometown, it changes her in many ways... Read all","['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen']",['Drama'],
tt9411972,Where the Crawdads Sing,A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.,"['Daisy Edgar-Jones', 'Taylor John Smith', 'Harris Dickinson']",['Drama'],
tt1441395,Under the Skin,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.","['Scarlett Johansson', 'Jeremy McWilliams', 'Lynsey Taylor Mackay']",[],
tt23849204,12th Fail,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,"['Vikrant Massey', 'Medha Shankr', 'Anant Joshi']",['Drama'],
tt1454029,The Help,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and th... Read all","['Viola Davis', 'Emma Stone', 'Octavia Spencer']",['Drama'],
tt0109127,Angels in the Outfield,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.","['Danny Glover', 'Brenda Fricker', 'Tony Danza']",['Drama'],
tt0105323,Scent of a Woman,"A young prep student takes a job as an assistant to a blind, irritable, retired Army lieutenant colonel over Thanksgiving weekend.","['Al Pacino', ""Chris O'Donnell"", 'James Rebhorn']",['Drama'],
tt2935510,Ad Astra,An astronaut embarks on a space mission to investigate a threat to the universe and uncover the truth about his father who disappeared thirty years ago.,"['Brad Pitt', 'Tommy Lee Jones', 'Ruth Negga']","['Adventure', 'Drama', 'Sci-Fi']",
tt1355644,Passengers,A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,"['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen']","['Drama', 'Sci-Fi']",
tt0268978,A Beautiful Mind,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But Nash soon found himself on a harrowing journey of self... Read all","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly']",['Drama'],
tt1291584,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision ... Read all","['Tom Hardy', 'Nick Nolte', 'Joel Edgerton']","['Action', 'Drama']",
tt1655441,The Age of Adaline,An ageless woman meets someone who reawakens her passion for life and romance.,"['Blake Lively', 'Michiel Huisman', 'Harrison Ford']",['Drama'],
tt0114681,To Die For,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix']","['Crime', 'Drama']",
tt20215234,Conclave,"When Cardinal Lawrence is tasked with leading the selection of a new Pope, he finds himself in a web of conspiracy and intrigue that could shake the very foundations of the Catholic Church.","['Ralph Fiennes', 'Stanley Tucci', 'John Lithgow']",['Drama'],
tt0758752,Love & Other Drugs,"In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease.","['Jake Gyllenhaal', 'Anne Hathaway', 'Judy Greer']",['Drama'],
tt4263482,The Witch,An isolated Puritan family in 1630s New England comes unraveled by the forces of witchcraft and possession.,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie']",[],
tt1895587,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams']","['Crime', 'Drama']",
tt0046912,Dial M for Murder,"A London playboy plots the perfect murder of his rich, unfaithful wife.","['Ray Milland', 'Grace Kelly', 'Robert Cummings']","['Crime', 'Drama']",
tt3281548,Little Women,"In 19th century Massachusetts, the March sisters--Meg, Jo, Beth, and Amy--on the threshold of womanhood, go through many ups and downs in life and endeavor to make important decisions about ... Read all","['Saoirse Ronan', 'Emma Watson', 'Florence Pugh']",['Drama'],
tt2316411,Enemy,A mild-mannered college professor investigates the life of an actor who looks exactly like him.,"['Jake Gyllenhaal', 'Mélanie Laurent', 'Sarah Gadon']",['Drama'],
tt1024648,Argo,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. ho... Read all","['Ben Affleck', 'Bryan Cranston', 'John Goodman']",['Drama'],
tt27673536,Mardaani 3,It is a race against time and there will be no mercy. Shivani Shivaji Roy is back to rescue girls who go missing without a trace.,"['Rani Mukerji', 'Janki Bodiwala', 'Mallika Prasad']","['Action', 'Crime', 'Drama']",
tt1136617,The Killer,"Solitary, cold, methodical and unencumbered by scruples or regrets, a killer waits in the shadows, watching for his next target. Yet, the longer he waits, the more he thinks he's losing his ... Read all","['Michael Fassbender', 'Tilda Swinton', 'Charles Parnell']","['Action', 'Adventure', 'Crime', 'Drama']",
tt5795232,The Resurrection of the Christ: Part One,Plot kept under wraps. Described as a sequel to The Passion of the Christ (2004).,"['Rupert Everett', 'Jaakko Ohtonen', 'Mariela Garriga']",['Drama'],
tt1798709,Her,"In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.","['Joaquin Phoenix', 'Amy Adams', 'Scarlett Johansson']","['Drama', 'Sci-Fi']",
tt27549797,What Happens at Night,"A married American couple visits a snowy European town to adopt. At their eerie hotel, they meet odd characters - a chanteuse, businessman and faith healer. Reality blurs as they pursue the ... Read all","['Leonardo DiCaprio', 'Jennifer Lawrence', 'Mads Mikkelsen']","['Drama', 'Horror']",
tt11271038,Licorice Pizza,"A young man and a young woman grow up, run around, and fall in love in the San Fernando Valley, 1973.","['Alana Haim', 'Cooper Hoffman', 'Sean Penn']",['Drama'],
tt0840361,The Town,A proficient group of thieves rob a bank and hold the manager hostage. Things begin to get complicated when one of the crew members falls in love with her.,"['Ben Affleck', 'Rebecca Hall', 'Jon Hamm']","['Crime', 'Drama']",
tt7160372,The Zone of Interest,The commandant of Auschwitz and his wife strive to build a dream life for their family in a house next to the camp.,"['Christian Friedel', 'Sandra Hüller', 'Johann Karthaus']",['Drama'],
tt28309594,Nonnas,"After losing his beloved mother, a man risks everything to honor her by opening an Italian restaurant with actual grandmothers as the chefs.","['Vince Vaughn', 'Lorraine Bracco', 'Talia Shire']",['Drama'],
tt2584384,Jojo Rabbit,"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home.","['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson']",['Drama'],
tt6341826,In the Blink of an Eye,"Three storylines, spanning thousands of years, intersect and reflect on hope, connection and the circle of life.","['Kate McKinnon', 'Rashida Jones', 'Daveed Diggs']","['Drama', 'Sci-Fi']",
tt27196021,Small Things Like These,In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.,"['Cillian Murphy', 'Eileen Walsh', 'Emily Watson']",['Drama'],
tt0117509,Romeo + Juliet,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,"['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']",['Drama'],
tt0103772,Basic Instinct,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,"['Michael Douglas', 'Sharon Stone', 'George Dzundza']",['Drama'],
tt1022603,500 Days of Summer,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win he... Read all","['Zooey Deschanel', 'Joseph Gordon-Levitt', 'Geoffrey Arend']",['Drama'],
tt1210166,Moneyball,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,"['Brad Pitt', 'Robin Wright', 'Jonah Hill']",['Drama'],
tt30096221,Ella McCay,An idealistic young woman juggles her family and work life in a comedy about the people you love and how to survive them.,"['Emma Mackey', 'Jamie Lee Curtis', 'Albert Brooks']",['Drama'],
tt0139654,Training Day,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn']","['Crime', 'Drama']",
tt36943034,The Voice of Hind Rajab,"Red Crescent volunteers receive an emergency call. A 6-year old girl is trapped in a car under IDF fire in Gaza, pleading for rescue. While trying to keep her on the line, they do everything... Read all","['Saja Kilani', 'Motaz Malhees', 'Amer Hlehel']",['Drama'],
tt19770238,Aftersun,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcil... Read all,"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall']",['Drama'],
tt0449059,Little Miss Sunshine,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"['Steve Carell', 'Toni Collette', 'Greg Kinnear']",['Drama'],
tt5715874,The Killing of a Sacred Deer,A devious teen starts to insinuate himself into the life of a renowned surgeon and his family.,"['Barry G. Bernson', 'Herb Caillouet', 'Bill Camp']","['Drama', 'Horror']",
