Title,Description,Actors,Genre,poster_url
Papillon,"Wrongfully convicted for murder, Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter, Louis Dega, in an attempt to escape from the notorious ... Read all","['Charlie Hunnam', 'Damijan Oklopdzic', 'Christopher Fairbank']","['Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTY4MDExNDgzN15BMl5BanBnXkFtZTgwMTU1MzMxNjM@._V1_FMjpg_UY1000_.jpg
No Ordinary Heist,"Based on the true 2004 Northern Bank robbery, two feuding bank employees are forced to execute Ireland's biggest heist after criminals kidnap their families and threaten to kill them.","['Eddie Marsan', 'Éanna Hardwicke', 'Michelle Fairley']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNDQwODBiM2YtZTg4OS00OGI2LWE2NWEtNjBkMGVmMjM1YTI0XkEyXkFqcGc@._V1_FMjpg_UY3674_.jpg
Runner Runner,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.","['Ben Affleck', 'Justin Timberlake', 'Gemma Arterton']",['Crime'],https://m.media-amazon.com/images/M/MV5BM2IyNGQwOWYtMzkwMy00YjlhLTg2ODMtMmNiMTI0NmRiZWZlXkEyXkFqcGc@._V1_FMjpg_UY695_.jpg
West Side Story,"When young Tony and Maria fall in love in 1957 New York City, their romance helps to fuel the fire between the warring Jets and Sharks, two rival gangs vying for control of the streets.","['Ansel Elgort', 'Rachel Zegler', 'Ariana DeBose']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOWZkYzY2OGUtOGU4Ni00NmI0LTg2ZjAtZDA5OWE0YTNiZWRiXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Love Lies Bleeding,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the we... Read all","['Anna Baryshnikov', 'Kristen Stewart', 'Dave Franco']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWUxZTliMDgtOWVkZS00MjkwLWI5ZWUtNTZmMjhlYTFlN2I5XkEyXkFqcGc@._V1_FMjpg_UY2000_.jpg
The Basketball Diaries,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,"['Leonardo DiCaprio', 'Lorraine Bracco', 'Marilyn Sokol']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODhkN2Q0MDgtODczZi00NDc0LWFiNDItNDVmZWJhMWEwMTlhXkEyXkFqcGc@._V1_FMjpg_UY702_.jpg
Case 137,"Case 137 is seemingly just another case for Stéphanie, an investigator at the IGPN, the police of the police. But an unexpected element will trouble Stéphanie and transform case 137 into som... Read all","['Léa Drucker', 'Jonathan Turnbull', 'Mathilde Roehrich']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODQxNTE4ZTctYjBkOS00MTQwLWJkM2MtNzQwMTkwZjZhZDMxXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
The Equalizer 2,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?","['Denzel Washington', 'Pedro Pascal', 'Ashton Sanders']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTU2OTYzODQyMF5BMl5BanBnXkFtZTgwNjU3Njk5NTM@._V1_FMjpg_UY1000_.jpg
The Critic,A powerful London theater critic becomes entangled in a web of deceit and murder.,"['Ian McKellen', 'Alfred Enoch', 'Matthew Cottle']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNzUxMDA2NzAtMThjYS00MzczLWJlMjAtMGU1MTZjZWEwY2U1XkEyXkFqcGc@._V1_FMjpg_UY1034_.jpg
Animal,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,"['Ranbir Kapoor', 'Anil Kapoor', 'Bobby Deol']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZThmNDg1NjUtNWJhMC00YjA3LWJiMjItNmM4ZDQ5ZGZiN2Y2XkEyXkFqcGc@._V1_FMjpg_UY1348_.jpg
Maharaja,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the e... Read all","['Vijay Sethupathi', 'Anurag Kashyap', 'Mamta Mohandas']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYWI2OWQxNDktMTUyOS00MTNkLWFlNzEtNjRlYWQyYWRlMjQ5XkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
Mindhunters,"A group of FBI trainees are taken to a remote island for simulation training. However, once there, they realize that they are being hunted by a serial killer, who might be someone amidst the... Read all","['Val Kilmer', 'LL Cool J', 'Christian Slater']","['Crime', 'Horror']",https://m.media-amazon.com/images/M/MV5BY2EzNGRhYjktOTFkYy00NDdlLTk3NDAtYzFhNzBkZmRhYmE1XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Strange Days,A black-marketeer tries to save a woman in 1999 Los Angeles.,"['Ralph Fiennes', 'Angela Bassett', 'Juliette Lewis']","['Crime', 'Drama', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BNzk1NGY4ZGUtYzllYy00ODM0LTljNmItYTY5NGI4YWQxNTQxXkEyXkFqcGc@._V1_FMjpg_UY1125_.jpg
Two Prosecutors,"In the USSR in 1937, a newly appointed prosecutor discovers an undestroyed letter from a prisoner that reveals corruption in the secret police, the NKVD. His search for the truth becomes dan... Read all","['Alexander Kuznetsov', 'Ivgeny Terletsky', 'Timur Ibragimov']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDgzYzliOGYtMmEyZS00NzFiLThhODgtNzU1MjkxY2MzMmI2XkEyXkFqcGc@._V1_FMjpg_UY1000_.jpg
Charlie's Angels,"Three private investigators are assigned to track down a kidnapped software engineer, but the case isn't as straightforward as it seems.","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']","['Action', 'Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BYTkyYjRiZGMtYzA0Mi00N2IyLThhZDAtYWU1OWNhNjIxNzY5XkEyXkFqcGc@._V1_FMjpg_UY755_.jpg
Traffic,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect a... Read all","['Michael Douglas', 'Benicio Del Toro', 'Catherine Zeta-Jones']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTE2NmJlZmYtYTcwNy00YmZiLWFjYzAtOGE3MWFkOTAyMTNlXkEyXkFqcGc@._V1_FMjpg_UY700_.jpg
Manhunter,"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.","['William Petersen', 'Kim Greist', 'Joan Allen']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTVlMDQ5MmYtYmFhMi00OTE1LThmNTEtZTgyMzg5Njk2OWM2XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Horrible Bosses,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,"['Jason Bateman', 'Charlie Day', 'Jason Sudeikis']",['Crime'],https://m.media-amazon.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_FMjpg_UY568_.jpg
Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMGE2YjkxYjQtZDcwZS00Yzg0LTgwZTktNTI2MDFhOWM3Mjk5XkEyXkFqcGc@._V1_FMjpg_UY953_.jpg
The Crow,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assume... Read all","['Brandon Lee', 'Michael Wincott', 'Rochelle Davis']",[],https://m.media-amazon.com/images/M/MV5BOTBiNzhkZTItZWUwZS00YTJkLTg0YTEtN2I0ZDI5ODI2MWFjXkEyXkFqcGc@._V1_FMjpg_UY2911_.jpg
Blow Out,A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.,"['John Travolta', 'Nancy Allen', 'John Lithgow']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTc0MTY2ZWMtOTY4NC00ZDUyLWI0MTUtMmYxYjA4MzJhYTk0XkEyXkFqcGc@._V1_FMjpg_UY1465_.jpg
American Animals,Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,"['Spencer Reinhard', 'Warren Lipka', 'Eric Borsuk']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGE0ZGU5ZDctOTNkYy00NmY4LTlkNzAtYmFhZGNkZWYyNWFmXkEyXkFqcGc@._V1_FMjpg_UY2881_.jpg
Lawless,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.","['Tom Hardy', 'Shia LaBeouf', 'Guy Pearce']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjAxNjUyNjUwN15BMl5BanBnXkFtZTcwMDgwOTIyOA@@._V1_FMjpg_UY960_.jpg
Super Troopers 3,"When Farva's over-the-top Indian engagement to Thorny's sister spirals into chaos, the Super Troopers must navigate Thorny's schemes to break up the relationship, all while trying to bring d... Read all","['Lisa Gilroy', 'Brian Cox', 'Chace Crawford']",['Crime'],https://m.media-amazon.com/images/M/MV5BNzFiOGM1MDMtZjEyYy00YWNkLWJhMmYtZmFjYzlmOTcxZTJmXkEyXkFqcGc@._V1_FMjpg_UX2160_.jpg
Bound,Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,"['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano']",['Crime'],https://m.media-amazon.com/images/M/MV5BNjY0OWFmODctNmEwNy00Njc2LWFkYTAtNmI4OWIzY2ZkYjJlXkEyXkFqcGc@._V1_FMjpg_UY872_.jpg
Road to Perdition,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTJlZDE1MzQtYjZmZi00ZjcyLTgxYzAtZTJjY2E0Y2JhZTRjXkEyXkFqcGc@._V1_FMjpg_UX990_.jpg
Sexy Beast,"Brutal gangster Don Logan recruits ""retired"" safecracker Gal for one last job, but it goes badly for both of them.","['Ray Winstone', 'Ben Kingsley', 'Ian McShane']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZTliMzE0YTgtNjg3ZC00ZDM5LWFkZDQtZTU2OWQyOGQxYjY5XkEyXkFqcGc@._V1_FMjpg_UY2873_.jpg
Death on the Nile,"While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.","['Tom Bateman', 'Annette Bening', 'Kenneth Branagh']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTFmMmI5ZjgtOWI0Zi00YzQzLWI5YTktZDk3ZGU1MGNhNWQ2XkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Eastern Promises,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,"['Naomi Watts', 'Viggo Mortensen', 'Armin Mueller-Stahl']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_FMjpg_UY667_.jpg
The Last Stop in Yuma County,"While stranded at a rural Arizona rest stop, a traveling salesman is thrust into a dire hostage situation by the arrival of two bank robbers with no qualms about using cruelty-or cold, hard ... Read all","['Jim Cummings', 'Faizon Love', 'Jocelin Donahue']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWE4NWYxOGEtMTU3MC00NmNkLThjYjItODdkYTQ0NTcxNDQ4XkEyXkFqcGc@._V1_FMjpg_UY1494_.jpg
DogMan,"A boy, bruised by life, finds his salvation through the love of his dogs.","['Caleb Landry Jones', 'Jojo T. Gibbs', 'Christopher Denham']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYzM1ZDZlOGYtMTk4Yy00NGI5LWFkYWYtNWI5OWE1OTcwYWQyXkEyXkFqcGc@._V1_FMjpg_UY1000_.jpg
Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,"['Gerard Butler', 'Jamie Foxx', 'Leslie Bibb']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYWQ1NjhhYmMtODcwZi00YjE3LWFhNTQtNDJjZDZlYzI3YjI4XkEyXkFqcGc@._V1_FMjpg_UY512_.jpg
Enola Holmes 3,"Detective Enola Holmes heads to Malta, where her aspirations merge in her most complex and dangerous case yet.","['Henry Cavill', 'Millie Bobby Brown', 'Helena Bonham Carter']","['Action', 'Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMzMyNDI5MWItMGE1OC00NzBmLWExNTEtZDdiN2NhNjIxOGU3XkEyXkFqcGc@._V1_FMjpg_UX1200_.jpg
The General's Daughter,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point.","['John Travolta', 'Madeleine Stowe', 'James Cromwell']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjM3MjU3MTUtYWIwMi00YzAzLWI2NmMtNTllZTJiMWQ1ZGM0XkEyXkFqcGc@._V1_FMjpg_UY996_.jpg
Horsemen,A detective investigates a series of killings linked to the Four Horsemen of the Apocalypse.,"['Dennis Quaid', 'Ziyi Zhang', 'Lou Taylor Pucci']",['Crime'],https://m.media-amazon.com/images/M/MV5BMWE3ODBiOTYtYzMwOC00MDYzLWEzYWItOTQ4Y2IyMjVjODU0XkEyXkFqcGc@._V1_FMjpg_UY1000_.jpg
The House That Jack Built,"In five episodes, failed architect and vicious sociopath Jack recounts his elaborately orchestrated murders -- each, as he views them, a towering work of art that defines his life's work as ... Read all","['Matt Dillon', 'Bruno Ganz', 'Uma Thurman']","['Crime', 'Drama', 'Horror']",https://m.media-amazon.com/images/M/MV5BYjI3MDFiOWMtZDgwYy00MTBmLTkzYWMtZDUzMDJjYzVjN2ZjXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
Kiss Kiss Bang Bang,"After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress in... Read all","['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_FMjpg_UY667_.jpg
2 Fast 2 Furious,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,"['Paul Walker', 'Tyrese Gibson', 'Cole Hauser']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BOGMxZGFmN2MtZWMwZC00ZWQ1LWFiNGQtYTY1NzQ5YWI3Y2JhXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
In the Name of the Father,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free t... Read all","['Daniel Day-Lewis', 'Pete Postlethwaite', 'Anthony Brophy']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZTg5ZmM2YzEtYzY5Mi00Mzk3LWFhY2EtZDg2MDY3OGU5ZjljXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Dogville,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.","['Nicole Kidman', 'Paul Bettany', 'Lauren Bacall']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGMwZGE4NTktZjk0MS00Yjk2LWFjYTgtZGNlYzZmNzFiNjFiXkEyXkFqcGc@._V1_FMjpg_UY900_.jpg
Donnie Brasco,An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,"['Al Pacino', 'Johnny Depp', 'Michael Madsen']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODBlNDIxZjgtYzI1Mi00MWNlLWI1NjYtNzY2M2IzYjgyOGFkXkEyXkFqcGc@._V1_FMjpg_UY750_.jpg
Den of Thieves,An elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,"['Gerard Butler', 'Pablo Schreiber', ""O'Shea Jackson Jr.""]","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMzYyODcwMDAyM15BMl5BanBnXkFtZTgwOTA4MjIwNDI@._V1_FMjpg_UY800_.jpg
Pineapple Express,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on... Read all,"['Seth Rogen', 'James Franco', 'Gary Cole']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTY1MTE4NzAwM15BMl5BanBnXkFtZTcwNzg3Mjg2MQ@@._V1_FMjpg_UY755_.jpg
Daredevil,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,"['Ben Affleck', 'Jennifer Garner', 'Colin Farrell']","['Action', 'Crime', 'Drama', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BZDE4NjY1OWMtOTQzMi00NTIyLWI4NzItMDVjNDIxMDljMmYxXkEyXkFqcGc@._V1_FMjpg_UY1737_.jpg
Beast,A troubled woman living in an isolated community finds herself pulled between the control of her oppressive family and the allure of a secretive outsider suspected of a series of brutal murd... Read all,"['Jessie Buckley', 'Geraldine James', 'Oliver Maltman']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTIwNzRiNTMtMGFlNi00YzUzLTk2NGUtOWQ0YjNkNjc0NjNmXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Girl in the Basement,"Sarah is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the baseme... Read all","['Judd Nelson', 'Stefanie Scott', 'Joely Fisher']",['Crime'],https://m.media-amazon.com/images/M/MV5BNGQwNGQzODAtOGZhZS00MjY1LTkwYTgtNjdkMmMyMzBlYmVhXkEyXkFqcGc@._V1_FMjpg_UX2160_.jpg
Polar,"A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.","['Mads Mikkelsen', 'Vanessa Hudgens', 'Katheryn Winnick']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BYzhkZjA4MWQtMWI4ZS00MjQyLTgzMzgtYzg0NWYxMDg0ZjA5XkEyXkFqcGc@._V1_FMjpg_UY659_.jpg
The Snowman,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"['Michael Fassbender', 'Rebecca Ferguson', 'Charlotte Gainsbourg']","['Crime', 'Drama', 'Horror']",https://m.media-amazon.com/images/M/MV5BZGQ1YmE3OGUtNWY2Yy00OTM2LThlYjgtMjM4NzhiNTA2OWNhXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
After Hours,"Ordinary word processor Paul Hackett experiences the worst night of his life after he agrees to visit Marcy, a Soho resident that he met that evening at a coffee shop.","['Griffin Dunne', 'Rosanna Arquette', 'Verna Bloom']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTgxMjg2ODc4Ml5BMl5BanBnXkFtZTgwNzg5MTk5MDE@._V1_FMjpg_UX500_.jpg
Flight Risk,"A pilot transports an Air Marshal accompanying a fugitive to trial. As they cross the Alaskan wilderness, tensions soar and trust is tested, as not everyone on board is who they seem.","['Michelle Dockery', 'Mark Wahlberg', 'Topher Grace']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWI2OTAxZGYtMTE2NC00ZjZhLTgyYjctMThjMDMzMDBlMjhmXkEyXkFqcGc@._V1_FMjpg_UY1350_.jpg
A Widow's Game,A murder mystery about a young widow who is the prime suspect in her husband's stabbing death.,"['Carmen Machi', 'Ivana Baquero', 'Tristán Ulloa']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNDAxYTVmMTYtOGYzYi00YjFkLTkyMGEtMzc0MTUzZmY3YzFjXkEyXkFqcGc@._V1_FMjpg_UY900_.jpg
The Boondock Saints,Two Irish Catholic brothers become vigilantes in order to try to wipe out Boston's criminal underworld in the name of God.,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMzIzYjE3YmMtYjdjOC00NTk5LWI0N2MtZDliYjUxNGYyNGZhXkEyXkFqcGc@._V1_FMjpg_UY2933_.jpg
Compliance,"A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on.","['Ann Dowd', 'Dreama Walker', 'Pat Healy']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTA3NDk3MTY0MTheQTJeQWpwZ15BbWU4MDE0MDI2NTQz._V1_FMjpg_UX2048_.jpg
The Contract,A man and his son encounter an assassin in the forest.,"['John Cusack', 'Morgan Freeman', 'Jamie Anderson']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjAwYmQ2MzAtYzgyNC00ZmQzLWIxZmItZDZlY2UyMTU4M2JiXkEyXkFqcGc@._V1_FMjpg_UY708_.jpg
